5.23199001	5.79136953	5.15503742	6.24913342	0.23778399	0.52712536	2.47389624	3.64957270	2.11946105	4.82127845	0.00000242
5.85358441	1.16619360	1.40120765	2.84590889	2.25289941	3.98520401	1.42389473	6.26905583	1.61136114	1.98880283	0.00000231
3.57173295	5.52378882	1.92861288	1.29137063	6.04589804	5.93091384	2.60583369	1.48514255	1.40581538	1.74146829	0.00000183
2.47924290	2.41453140	6.16000872	2.04506265	0.62643942	3.95732165	1.90107816	0.90903529	1.45767760	4.07583032	0.00000175
4.13979501	0.02169235	0.88194752	4.41274322	2.70923519	2.00981847	6.16298238	2.73070166	4.18168137	5.09269635	0.00000233
2.73281869	5.83523056	5.56202899	3.79917967	3.89533625	4.14122425	0.71098487	4.37621458	5.51030131	1.02926938	0.00000239
2.15661640	3.68595230	4.31052092	2.85508249	2.21778161	0.97737584	0.71812609	4.77220531	5.00032215	4.99374979	0.00000267
6.13232773	4.81209827	4.30631998	2.59225263	1.27023767	1.46308217	4.84979178	2.58844263	3.88121444	1.13137907	0.00000157
5.66951394	1.86530999	0.37052626	5.44964889	1.78371770	4.70498630	2.87100827	0.39975416	2.90705235	1.83201537	0.00000281
5.53725237	5.50697382	0.35134230	2.26874359	3.69024498	0.25533610	0.77655692	4.38158589	3.57253542	6.05389693	0.00000237
5.49941578	1.84075854	2.84152777	3.07661680	2.13443049	2.93220919	1.44262470	2.99178637	5.18330972	0.90126068	0.00000256
2.32000909	2.40109768	4.30631452	1.74543091	3.02189574	4.48244874	0.07368803	1.64917139	4.83347560	2.81997491	0.00000202
3.75641510	2.33376673	2.82375479	6.26362690	1.73191849	0.69854179	5.23446349	4.61266776	3.55245718	5.07418424	0.00000235
4.96842288	1.27838707	0.69197231	2.34461052	4.89759933	2.05359624	0.45779498	1.32315570	3.84333697	1.81527988	0.00000253
0.97869049	5.82151607	5.10553152	4.81575776	1.41287685	0.51591208	2.01566100	2.42631816	4.65888157	3.12477553	0.00000284
4.74673247	1.00697678	3.03864668	1.24876126	1.84354521	3.87211781	1.72938626	2.83523294	5.98099391	2.54779904	0.00000275
4.82603752	0.09116360	3.32385579	6.08158821	1.00936731	3.40977602	0.41830486	2.20317259	0.05976363	3.90178429	0.00000268
1.55854587	4.30195010	5.63920430	3.37512766	5.89647221	0.32229108	0.67693243	4.21425685	1.90234387	2.89193797	0.00000147
3.92082082	5.72964154	1.41582943	5.46690474	4.71720503	5.21145792	0.78027395	0.17538173	1.46852002	3.61958586	0.00000179
2.54935011	0.91473474	1.03926723	2.98613497	4.96652649	0.65906977	5.75562003	1.38275687	4.36663422	5.30687941	0.00000151
4.79678494	0.82251327	3.82946506	5.93328438	1.73170414	2.14142795	1.89352879	4.28012142	0.10040423	0.87396215	0.00000166
1.44289984	5.43284250	1.46797492	1.36118855	2.81301565	1.60727863	4.52721855	2.68531852	5.71654253	5.22658213	0.00000319
3.34502458	1.00244855	5.23163882	5.32632084	3.23693528	4.04149658	1.38090371	4.34469875	5.73036580	5.50800445	0.00000166
5.68677155	3.76491606	5.60828627	4.09844817	0.77566679	2.57282395	1.23836543	5.45405191	3.94447708	4.31708350	0.00000222
2.64860743	0.00737218	4.65500478	5.17827751	0.60495787	1.13867070	1.20049863	3.91268401	2.68805631	0.37825771	0.00000245
4.97879007	5.38934141	3.25555968	0.36401851	3.25489062	2.17183016	3.57510566	3.18997970	2.28047864	0.56407146	0.00000280
5.62774970	0.14911342	2.25764559	1.50854055	5.89957130	0.03587214	4.69859015	0.19201902	1.26617645	4.25808913	0.00000175
1.11147952	1.06372072	5.18004198	1.81050937	0.37480137	4.93032122	5.64970038	6.17104544	3.33287642	2.65060736	0.00000285
0.26134497	1.10616036	4.80133887	5.39811344	5.40152835	3.06911633	1.81634101	1.51143174	2.96155620	5.83940169	0.00000182
0.67943819	4.43864737	5.60096045	4.21446578	3.20850949	3.34180242	4.60936969	1.77704478	0.16588360	4.53987102	0.00000263
2.00690389	6.15262906	4.05326809	5.23305600	5.12848039	0.35061105	5.50896188	2.77432735	2.43357610	5.48875224	0.00000217
1.56825677	1.59422216	1.96431869	5.62417824	2.56701659	5.62285304	3.82031275	1.93465302	0.96911795	1.84657141	0.00000233
5.08234581	6.19087746	2.79028515	1.32781907	1.99456978	4.93664930	2.46961621	0.29978172	2.01717406	1.14286796	0.00000190
2.37798040	0.50292298	5.35268304	2.10389706	2.99622604	1.25382518	2.33095453	1.06395279	5.40433876	3.18134525	0.00000223
1.04432984	5.10398089	4.98458263	1.50651995	4.61168562	6.10859667	1.73886929	4.03649331	1.25872484	0.00206985	0.00000198
3.97865074	2.23778181	2.27659100	1.99850607	1.42496364	2.93291098	1.94128627	0.59131438	1.86547316	3.95553418	0.00000183
0.94846338	5.86217039	0.18459069	1.49595806	1.83535484	6.14358940	3.89722368	5.06848686	2.39453645	1.62351186	0.00000184
2.83277971	3.82753912	6.22445202	5.88421093	4.05858621	4.82717762	2.25599700	1.31742334	2.13781523	1.34128441	0.00000204
1.29760392	4.20057227	2.30926401	2.32294868	0.42819573	6.16184411	3.15396448	4.14391832	3.63412569	0.75016940	0.00000284
3.78571511	0.99308091	5.34502192	0.49114413	1.02089154	3.92414718	3.34826377	6.27382985	5.72116582	4.36823634	0.00000265
2.08023128	4.50772121	6.02192112	1.97742026	2.02475834	4.25845366	5.52504551	3.46039880	0.46075662	2.10388043	0.00000156
5.46343639	2.38068257	2.85348286	4.16512720	3.95368514	3.26352026	5.94333786	5.09687767	3.54150764	3.05775895	0.00000273
0.71131205	1.83035520	1.64218484	2.80724708	0.35277898	2.24870275	2.73454032	0.53657897	5.85225234	5.52295594	0.00000232
4.67838384	3.33250512	1.22223443	4.65151121	1.35694982	1.65416821	4.84891656	2.52166028	0.25824758	1.67007577	0.00000269
2.52558127	1.05662026	2.19786158	2.23951671	0.37811923	4.86731365	2.25908467	0.69435267	5.36137026	2.80986461	0.00000207
6.00689308	5.33314504	6.01993792	1.64180102	1.72201639	3.01475472	3.73412001	4.86087498	0.88201209	3.16517697	0.00000276
4.15375928	2.52190592	3.82392826	5.98068563	6.09254428	3.25326107	4.44299482	1.19131465	3.09735406	4.44194416	0.00000228
6.04097348	1.74347703	0.56886557	3.12150679	4.67895211	5.70889651	3.07710181	4.25691924	4.94994403	0.25386444	0.00000298
2.66058122	4.67203541	3.54019063	0.85244105	0.03295697	0.99248876	2.32272765	4.12457321	0.18217387	5.15779468	0.00000284
0.30808179	4.32590367	2.36504676	0.83309459	6.17654717	3.77163927	4.24161436	2.35190610	2.32237933	1.27077293	0.00000294
3.08738231	5.36196655	4.35820300	4.78919319	6.23504274	4.83583266	1.89388730	4.65768186	0.82033178	5.97765229	0.00000235
1.20878311	5.48466285	0.73885650	3.41161308	0.12327303	1.43738248	2.75243151	1.36230418	1.52833460	0.28230420	0.00000240
1.68486068	6.06853674	5.14052121	4.73252475	1.93495839	5.60257777	2.44289995	6.03307130	4.38253041	2.01069114	0.00000190
5.98140324	0.67004462	6.10317320	0.55384707	1.68052191	3.16686646	1.00276639	3.51420291	2.04957507	4.42675226	0.00000193
4.42599821	5.16639922	2.70752706	3.70968159	5.01528327	6.14986154	1.35304059	2.50972435	0.31586839	4.08133698	0.00000260
2.66506500	3.44724591	1.26314895	0.60574050	1.36669022	4.03195053	0.79741866	4.34052335	1.66989565	1.82022928	0.00000276
5.76765915	2.18358035	4.80684020	4.28367741	3.19129442	6.04052942	4.55600940	3.29690424	6.21559260	1.29749221	0.00000224
4.06189149	5.32379427	4.83019528	1.29292520	0.52585588	5.81106057	1.20253564	5.43549038	4.93443614	6.22993169	0.00000186
3.01678195	4.62477574	5.67916187	2.42410480	6.08760537	4.63659263	5.47555466	6.07356720	1.45751885	2.33940411	0.00000301
5.62404231	4.86740544	3.09381577	2.05653211	0.65812463	4.67787579	5.92242857	0.17507871	0.11178529	2.47774276	0.00000206
5.93648044	3.63716979	1.60626067	0.17891339	5.56931449	4.31138584	3.31962782	1.29127804	0.62692142	1.04320724	0.00000270
0.70509533	0.93254432	3.83517483	0.21697961	2.96254329	0.76062365	0.93576895	5.90319133	1.58689689	0.22896143	0.00000273
2.45720411	3.31649949	6.09000554	5.23567320	0.53778414	5.18488805	4.99265736	5.25962874	5.10840649	3.94305870	0.00000263
3.30639049	3.86410792	1.26265941	4.86611854	5.04539570	3.95190595	6.25669308	1.16765303	1.21007055	4.54024041	0.00000309
3.88532760	2.56010915	5.51473260	4.86561110	2.22024290	2.84526798	5.62946337	0.16855062	0.37352899	4.67382576	0.00000262
0.08345267	0.06590424	2.40298405	0.85832777	2.71874361	4.85918858	1.86606254	0.38618153	0.30350834	2.62339962	0.00000238
4.70887396	2.20547589	2.71406873	5.62497426	0.45800928	3.06990746	1.90797783	4.54548601	2.39533504	5.84463809	0.00000168
